Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Priority,Ticket Channel,First Response Time
2592,61,Female,LG Smart TV,2021-06-07,Technical issue,Account access,Low,Social media,2023-06-01 04:10:33
2593,38,Other,Nintendo Switch Pro Controller,2020-07-12,Refund request,Data loss,Low,Chat,2023-06-01 08:03:34
2594,20,Other,HP Pavilion,2020-12-24,Product inquiry,Installation support,Low,Email,2023-06-01 12:38:35
2596,66,Other,Roomba Robot Vacuum,2021-09-03,Refund request,Peripheral compatibility,High,Chat,2023-06-01 02:09:38
2597,70,Male,Bose QuietComfort,2020-07-28,Cancellation request,Network problem,Low,Email,2023-06-01 02:02:39
2598,25,Female,Nintendo Switch Pro Controller,2020-02-18,Billing inquiry,Display issue,Critical,Phone,2023-06-01 22:11:41
2600,32,Male,Nintendo Switch,2021-02-05,Billing inquiry,Payment issue,Medium,Email,2023-06-01 04:12:43
2602,32,Other,Nikon D,2021-11-24,Product inquiry,Peripheral compatibility,Medium,Phone,2023-06-01 13:07:46
2603,27,Other,PlayStation,2020-12-23,Cancellation request,Refund request,Medium,Social media,2023-06-01 21:07:47
2605,33,Other,Adobe Photoshop,2020-02-16,Technical issue,Product compatibility,Critical,Social media,2023-06-01 19:30:49
2606,42,Male,Nintendo Switch,2021-01-30,Product inquiry,Account access,Low,Phone,2023-06-01 03:58:50
2607,60,Female,Lenovo ThinkPad,2021-01-24,Cancellation request,Data loss,Critical,Email,2023-06-01 04:44:52
2608,57,Male,Nest Thermostat,2020-03-12,Refund request,Installation support,Low,Email,2023-06-01 10:59:53
2609,27,Male,Autodesk AutoCAD,2020-05-26,Refund request,Product recommendation,Low,Phone,2023-06-01 14:40:55
2610,41,Other,Dell XPS,2020-08-09,Cancellation request,Display issue,Low,Social media,2023-06-01 04:29:57
2612,64,Other,Amazon Echo,2020-04-06,Billing inquiry,Data loss,High,Chat,2023-06-01 22:37:00
2613,44,Other,Dyson Vacuum Cleaner,2020-04-19,Billing inquiry,Software bug,Critical,Email,2023-06-01 04:36:01
2615,54,Male,Dyson Vacuum Cleaner,2020-09-18,Product inquiry,Data loss,High,Social media,2023-06-01 21:37:05
2618,38,Male,Amazon Echo,2021-10-20,Cancellation request,Payment issue,Critical,Social media,2023-06-01 17:30:07
2619,59,Other,Xbox,2020-01-19,Billing inquiry,Account access,Critical,Email,2023-06-01 21:37:09
2620,67,Female,Samsung Galaxy,2020-11-24,Billing inquiry,Product setup,Critical,Social media,2023-06-01 00:59:10
2622,29,Other,Nintendo Switch Pro Controller,2021-04-28,Product inquiry,Product setup,Low,Phone,2023-06-01 19:09:13
2624,32,Female,Samsung Galaxy,2020-09-26,Cancellation request,Account access,Low,Email,2023-06-01 17:46:16
2625,51,Male,Nikon D,2021-06-02,Billing inquiry,Cancellation request,Critical,Chat,2023-06-01 18:00:18
2627,68,Male,Garmin Forerunner,2020-08-31,Refund request,Peripheral compatibility,High,Email,2023-06-01 12:45:21
2628,51,Female,Bose QuietComfort,2021-03-02,Technical issue,Installation support,Low,Email,2023-06-01 09:25:22
2629,66,Female,Garmin Forerunner,2021-11-16,Refund request,Delivery problem,High,Phone,2023-06-01 17:57:23
2630,69,Female,Adobe Photoshop,2020-12-08,Billing inquiry,Cancellation request,Critical,Chat,2023-06-01 14:13:25
2631,45,Other,Asus ROG,2021-04-28,Product inquiry,Display issue,High,Chat,2023-06-01 20:31:26
2632,66,Female,MacBook Pro,2020-01-26,Technical issue,Account access,High,Phone,2023-06-01 08:53:28
2637,64,Other,MacBook Pro,2020-12-20,Billing inquiry,Delivery problem,Medium,Social media,2023-06-01 22:03:34
2638,55,Female,Samsung Galaxy,2021-06-25,Refund request,Display issue,Low,Social media,2023-06-01 17:22:35
2639,51,Other,Amazon Echo,2020-05-16,Refund request,Installation support,Critical,Email,2023-06-01 01:48:36
2643,25,Other,Samsung Soundbar,2020-11-10,Product inquiry,Refund request,Low,Chat,2023-06-01 16:01:43
2644,46,Other,Bose SoundLink Speaker,2021-08-03,Billing inquiry,Installation support,High,Chat,2023-06-01 08:14:45
2645,31,Male,Garmin Forerunner,2021-02-05,Product inquiry,Account access,Medium,Social media,2023-06-01 18:15:45
2646,62,Male,Samsung Soundbar,2020-12-11,Product inquiry,Peripheral compatibility,Low,Social media,2023-06-01 18:59:46
2648,65,Male,LG Smart TV,2020-01-29,Refund request,Peripheral compatibility,Medium,Chat,2023-06-01 10:27:47
2649,31,Female,Amazon Echo,2021-11-04,Billing inquiry,Hardware issue,Low,Social media,2023-05-31 23:25:48
2650,31,Male,Google Pixel,2021-01-03,Product inquiry,Product recommendation,High,Social media,2023-06-01 06:59:50
2651,32,Male,Fitbit Versa Smartwatch,2021-09-13,Refund request,Product setup,Critical,Phone,2023-06-01 12:03:52
2652,36,Male,Nintendo Switch,2020-05-10,Refund request,Battery life,Critical,Email,2023-06-01 22:20:52
2654,36,Male,Nikon D,2020-04-14,Refund request,Peripheral compatibility,High,Email,2023-06-01 13:01:54
2656,28,Male,Microsoft Surface,2020-01-01,Cancellation request,Battery life,Low,Email,2023-06-01 16:34:55
2657,18,Male,Amazon Echo,2021-11-13,Refund request,Cancellation request,Medium,Email,2023-06-01 00:28:56
2658,63,Female,Microsoft Xbox Controller,2021-04-05,Billing inquiry,Payment issue,Low,Email,2023-06-01 22:38:58
2660,61,Male,Nintendo Switch,2021-11-24,Product inquiry,Product recommendation,Low,Social media,2023-06-01 22:11:01
2661,28,Male,Xbox,2021-04-21,Technical issue,Installation support,High,Phone,2023-06-01 18:47:02
2662,51,Male,Microsoft Surface,2020-02-06,Cancellation request,Installation support,Low,Phone,2023-06-01 09:06:02
2663,28,Female,Fitbit Charge,2021-09-01,Technical issue,Product setup,Low,Email,2023-06-01 02:36:04
2665,46,Female,Bose QuietComfort,2020-11-22,Technical issue,Cancellation request,High,Social media,2023-06-01 15:01:07
2666,56,Other,Sony PlayStation,2021-05-23,Cancellation request,Product compatibility,Medium,Email,2023-06-01 14:35:09
2670,50,Female,LG OLED,2020-07-21,Technical issue,Account access,Critical,Chat,2023-05-31 23:20:15
2671,57,Male,Nintendo Switch,2021-11-03,Cancellation request,Refund request,Medium,Phone,2023-06-01 03:23:16
2672,45,Other,Nest Thermostat,2021-06-03,Product inquiry,Product compatibility,Medium,Chat,2023-06-01 15:22:17
2673,59,Female,Canon DSLR Camera,2020-04-03,Refund request,Battery life,Low,Social media,2023-06-01 16:50:19
2674,62,Male,Garmin Forerunner,2020-08-13,Refund request,Product compatibility,Medium,Phone,2023-06-01 08:32:21
2675,52,Other,Google Nest,2020-04-05,Technical issue,Battery life,Critical,Chat,2023-06-01 07:59:23
2679,69,Other,iPhone,2021-06-28,Technical issue,Product compatibility,Critical,Email,2023-05-31 23:12:27
2680,63,Other,Nest Thermostat,2020-11-12,Product inquiry,Display issue,Low,Email,2023-06-01 09:06:28
2682,34,Male,LG Smart TV,2021-09-02,Product inquiry,Network problem,Critical,Email,2023-06-01 22:02:29
2683,30,Male,Roomba Robot Vacuum,2020-10-03,Product inquiry,Product setup,Medium,Chat,2023-06-01 05:54:31
2684,34,Other,Fitbit Versa Smartwatch,2021-06-19,Billing inquiry,Hardware issue,Critical,Social media,2023-06-01 09:19:33
2687,67,Male,Bose SoundLink Speaker,2021-03-02,Billing inquiry,Delivery problem,High,Email,2023-06-01 09:44:38
2688,32,Female,Autodesk AutoCAD,2021-05-23,Billing inquiry,Data loss,High,Chat,2023-06-01 18:20:40
2693,47,Male,LG Smart TV,2021-12-15,Technical issue,Battery life,High,Phone,2023-06-01 04:31:48
2694,47,Female,Garmin Forerunner,2020-10-19,Cancellation request,Data loss,Medium,Chat,2023-05-31 23:22:49
2695,48,Female,Canon EOS,2020-01-17,Refund request,Battery life,High,Email,2023-06-01 20:02:50
2696,18,Male,Microsoft Office,2020-04-12,Cancellation request,Payment issue,Medium,Email,2023-06-01 14:48:52
2698,25,Female,LG OLED,2020-02-05,Product inquiry,Installation support,Critical,Social media,2023-06-01 06:30:55
2699,28,Female,Microsoft Surface,2021-02-08,Product inquiry,Battery life,Low,Phone,2023-06-01 12:54:56
2701,63,Female,Amazon Kindle,2021-07-22,Technical issue,Delivery problem,Critical,Social media,2023-06-01 03:02:58
2702,44,Male,PlayStation,2020-07-20,Product inquiry,Payment issue,Critical,Chat,2023-06-01 21:23:58
2703,39,Male,Fitbit Versa Smartwatch,2020-07-01,Product inquiry,Peripheral compatibility,Critical,Phone,2023-06-01 22:03:00
2704,62,Male,Apple AirPods,2021-10-03,Billing inquiry,Peripheral compatibility,High,Social media,2023-06-01 20:32:01
2705,29,Female,iPhone,2020-10-28,Cancellation request,Display issue,Low,Phone,2023-06-01 01:34:03
2707,61,Female,Xbox,2020-11-19,Cancellation request,Refund request,Medium,Email,2023-06-01 16:51:05
2710,69,Male,Sony Xperia,2020-12-08,Cancellation request,Product setup,Critical,Social media,2023-06-01 13:16:10
2711,70,Female,Nest Thermostat,2021-10-15,Technical issue,Payment issue,High,Chat,2023-06-01 18:27:12
2712,53,Other,Google Nest,2020-04-16,Billing inquiry,Product setup,Medium,Chat,2023-06-01 18:01:14
2715,52,Female,Garmin Forerunner,2020-02-12,Technical issue,Software bug,Medium,Social media,2023-06-01 14:09:17
2716,27,Female,PlayStation,2020-08-01,Technical issue,Product recommendation,Low,Email,2023-05-31 23:04:19
2717,44,Male,HP Pavilion,2021-10-27,Product inquiry,Peripheral compatibility,High,Email,2023-06-01 00:00:20
2718,19,Female,Philips Hue Lights,2021-07-23,Cancellation request,Battery life,Critical,Social media,2023-06-01 03:57:21
2721,33,Female,LG Smart TV,2021-02-11,Product inquiry,Delivery problem,Low,Email,2023-06-01 00:31:25
2723,41,Other,MacBook Pro,2020-02-05,Billing inquiry,Product compatibility,Low,Phone,2023-06-01 14:38:28
2726,70,Other,Philips Hue Lights,2020-12-10,Technical issue,Refund request,Medium,Chat,2023-06-01 11:59:32
2727,20,Female,Microsoft Surface,2021-12-27,Product inquiry,Payment issue,Medium,Phone,2023-06-01 14:36:34
2729,19,Other,Xbox,2020-08-26,Product inquiry,Refund request,High,Chat,2023-06-01 16:39:36
2730,28,Other,Bose QuietComfort,2021-01-09,Billing inquiry,Data loss,Low,Email,2023-06-01 22:26:38
2731,43,Female,Adobe Photoshop,2020-11-27,Cancellation request,Payment issue,Critical,Phone,2023-06-01 17:27:40
2732,24,Female,Microsoft Surface,2020-06-17,Refund request,Peripheral compatibility,Medium,Phone,2023-06-01 22:44:41
2734,30,Male,Philips Hue Lights,2020-05-20,Billing inquiry,Cancellation request,High,Chat,2023-06-01 07:11:43
2735,31,Male,Bose SoundLink Speaker,2020-06-07,Cancellation request,Account access,High,Phone,2023-06-01 01:21:45
2736,46,Female,PlayStation,2020-06-19,Product inquiry,Software bug,Low,Chat,2023-06-01 03:45:46
2737,65,Other,Sony PlayStation,2020-01-21,Product inquiry,Delivery problem,Low,Email,2023-06-01 19:51:46
2739,70,Female,Dyson Vacuum Cleaner,2020-07-11,Cancellation request,Delivery problem,Low,Chat,2023-06-01 16:51:48
2740,28,Female,Bose QuietComfort,2020-12-08,Billing inquiry,Network problem,Medium,Email,2023-06-01 15:13:49
2742,62,Female,Amazon Kindle,2021-02-26,Refund request,Software bug,Critical,Phone,2023-06-01 22:14:52
2743,64,Other,Fitbit Versa Smartwatch,2020-07-30,Product inquiry,Payment issue,Critical,Phone,2023-06-01 11:35:52
2744,32,Female,Microsoft Xbox Controller,2021-08-29,Technical issue,Product setup,Low,Chat,2023-06-01 22:02:54
2745,26,Female,Canon DSLR Camera,2020-01-28,Billing inquiry,Cancellation request,Medium,Email,2023-06-01 10:31:56
2746,40,Male,Roomba Robot Vacuum,2020-07-26,Product inquiry,Product compatibility,Critical,Phone,2023-06-01 09:54:58
2747,50,Other,Canon DSLR Camera,2020-07-27,Billing inquiry,Software bug,Medium,Chat,2023-06-01 03:12:59
2749,52,Male,Canon EOS,2020-08-10,Product inquiry,Product setup,High,Email,2023-06-01 14:00:03
2750,37,Male,Nintendo Switch,2021-10-26,Technical issue,Product recommendation,Low,Chat,2023-05-31 23:45:03
2751,55,Other,Canon EOS,2021-03-20,Refund request,Battery life,Critical,Chat,2023-06-01 05:35:05
2752,33,Male,Garmin Forerunner,2020-02-21,Product inquiry,Product compatibility,Low,Chat,2023-06-01 08:46:06
2753,44,Female,Philips Hue Lights,2020-11-20,Product inquiry,Account access,Medium,Email,2023-06-01 12:42:07
2754,39,Male,Canon EOS,2020-04-28,Cancellation request,Hardware issue,Low,Email,2023-05-31 23:17:09
2755,23,Female,Google Nest,2020-01-27,Refund request,Data loss,Critical,Social media,2023-06-01 15:16:11
2756,53,Female,LG OLED,2020-04-15,Billing inquiry,Battery life,High,Phone,2023-06-01 03:12:12
2757,61,Male,Lenovo ThinkPad,2020-10-05,Product inquiry,Network problem,Critical,Chat,2023-06-01 17:18:13
2758,66,Other,Roomba Robot Vacuum,2020-05-08,Product inquiry,Account access,Critical,Chat,2023-06-01 06:48:14
2759,55,Male,Amazon Kindle,2020-03-14,Cancellation request,Product setup,Medium,Email,2023-06-01 05:31:15
2760,22,Female,Apple AirPods,2020-09-26,Product inquiry,Account access,Medium,Email,2023-06-01 07:26:16
2761,43,Other,Fitbit Versa Smartwatch,2020-05-02,Cancellation request,Network problem,High,Chat,2023-06-01 19:43:17
2762,49,Male,Google Nest,2020-05-02,Billing inquiry,Account access,Critical,Email,2023-06-01 16:21:18
2763,65,Male,Lenovo ThinkPad,2021-02-19,Technical issue,Refund request,High,Email,2023-06-01 11:16:19
2764,19,Male,Philips Hue Lights,2020-06-11,Refund request,Installation support,Critical,Phone,2023-06-01 08:46:21
2765,19,Male,Nintendo Switch Pro Controller,2021-06-26,Technical issue,Peripheral compatibility,Low,Email,2023-06-01 05:39:23
2766,18,Other,Google Nest,2020-11-10,Product inquiry,Account access,Low,Chat,2023-06-01 04:13:24
2767,31,Female,LG OLED,2020-10-20,Product inquiry,Software bug,High,Phone,2023-06-01 08:53:26
2768,49,Male,GoPro Action Camera,2021-11-05,Product inquiry,Product compatibility,Medium,Social media,2023-06-01 12:05:26
2771,22,Male,iPhone,2020-10-09,Billing inquiry,Installation support,Critical,Social media,2023-06-01 03:36:31
2773,69,Other,Google Pixel,2021-01-25,Technical issue,Product recommendation,Critical,Phone,2023-06-01 08:07:33
2774,58,Female,Bose SoundLink Speaker,2021-04-18,Product inquiry,Software bug,Low,Social media,2023-06-01 07:50:35
2775,34,Male,Microsoft Office,2021-07-26,Technical issue,Product recommendation,High,Social media,2023-06-01 07:47:36
2776,48,Other,Nintendo Switch Pro Controller,2021-03-25,Refund request,Battery life,Low,Social media,2023-06-01 05:52:38
2777,61,Male,Nintendo Switch,2021-01-30,Technical issue,Delivery problem,Low,Phone,2023-06-01 10:52:39
2779,34,Male,Fitbit Charge,2021-02-13,Technical issue,Payment issue,Low,Phone,2023-06-01 06:06:43
2780,41,Male,MacBook Pro,2020-06-06,Cancellation request,Software bug,Medium,Chat,2023-06-01 17:04:44
2781,41,Female,LG OLED,2021-03-12,Refund request,Cancellation request,High,Chat,2023-06-01 00:46:46
2782,35,Female,Fitbit Charge,2021-10-26,Product inquiry,Account access,Medium,Email,2023-06-01 19:04:47
2784,48,Other,Adobe Photoshop,2021-11-12,Product inquiry,Product recommendation,High,Social media,2023-06-01 01:45:51
2785,63,Other,Nintendo Switch Pro Controller,2020-03-19,Cancellation request,Account access,High,Chat,2023-06-01 19:35:52
2787,52,Male,LG Washing Machine,2020-02-26,Product inquiry,Cancellation request,Critical,Phone,2023-06-01 05:17:54
2788,67,Female,Dell XPS,2020-03-13,Product inquiry,Software bug,Critical,Email,2023-06-01 16:20:56
2793,57,Male,Dell XPS,2020-10-03,Product inquiry,Payment issue,Critical,Chat,2023-06-01 14:11:01
2795,26,Other,Dell XPS,2021-01-14,Cancellation request,Peripheral compatibility,Medium,Chat,2023-06-01 08:18:04
2796,33,Other,Nikon D,2020-10-24,Technical issue,Hardware issue,High,Social media,2023-06-01 19:52:06
2797,50,Female,Dell XPS,2021-06-29,Billing inquiry,Account access,Medium,Phone,2023-06-01 05:53:07
2798,57,Other,Microsoft Xbox Controller,2021-06-13,Product inquiry,Account access,Low,Chat,2023-06-01 18:41:08
2800,70,Other,Canon EOS,2021-09-17,Billing inquiry,Battery life,Low,Phone,2023-06-01 14:40:11
2801,34,Male,Asus ROG,2021-11-20,Billing inquiry,Data loss,Low,Chat,2023-06-01 07:20:12
2802,66,Male,Adobe Photoshop,2020-01-08,Cancellation request,Peripheral compatibility,Critical,Email,2023-06-01 22:30:14
2804,53,Male,Canon EOS,2020-09-01,Cancellation request,Delivery problem,Medium,Chat,2023-06-01 03:33:15
2805,35,Male,Lenovo ThinkPad,2020-08-18,Cancellation request,Software bug,High,Phone,2023-06-01 05:12:16
2806,60,Male,Bose SoundLink Speaker,2021-01-28,Product inquiry,Account access,High,Social media,2023-06-01 20:54:17
2807,52,Female,Microsoft Surface,2020-07-25,Product inquiry,Installation support,Low,Phone,2023-06-01 06:01:17
2808,56,Other,MacBook Pro,2021-03-30,Technical issue,Hardware issue,Critical,Email,2023-06-01 07:11:19
2809,49,Female,Philips Hue Lights,2021-04-21,Technical issue,Cancellation request,Critical,Email,2023-06-01 17:01:21
2810,54,Female,Nest Thermostat,2021-09-10,Product inquiry,Hardware issue,Low,Social media,2023-06-01 10:18:23
2811,34,Female,Canon EOS,2020-09-27,Cancellation request,Product recommendation,Critical,Social media,2023-06-01 11:29:24
2812,19,Female,Autodesk AutoCAD,2020-11-29,Technical issue,Product setup,Critical,Social media,2023-06-01 07:17:25
2814,47,Male,GoPro Action Camera,2020-09-05,Refund request,Product recommendation,Low,Email,2023-06-01 17:52:28
2816,64,Female,Amazon Kindle,2020-07-23,Billing inquiry,Cancellation request,High,Chat,2023-06-01 15:30:31
2817,25,Male,Sony PlayStation,2021-12-10,Cancellation request,Network problem,Low,Email,2023-06-01 16:04:33
2818,70,Male,Nest Thermostat,2020-09-12,Product inquiry,Delivery problem,Low,Email,2023-05-31 23:29:33
2819,39,Male,Dyson Vacuum Cleaner,2020-04-03,Technical issue,Peripheral compatibility,Medium,Social media,2023-06-01 15:10:35
2821,56,Other,Sony Xperia,2021-10-18,Technical issue,Hardware issue,Critical,Phone,2023-06-01 19:47:37
2823,52,Male,GoPro Hero,2021-01-09,Product inquiry,Product setup,Critical,Phone,2023-06-01 02:08:40
2825,44,Female,Autodesk AutoCAD,2021-05-16,Refund request,Hardware issue,Medium,Social media,2023-06-01 12:45:44
2829,39,Other,Amazon Echo,2021-08-28,Technical issue,Battery life,Medium,Chat,2023-06-01 05:50:51
2830,37,Other,Canon DSLR Camera,2020-05-14,Cancellation request,Product recommendation,Low,Chat,2023-06-01 00:05:52
2831,42,Male,Google Nest,2021-12-19,Billing inquiry,Product setup,Critical,Email,2023-06-01 10:05:52
2833,56,Male,Canon EOS,2020-05-31,Technical issue,Software bug,Low,Phone,2023-06-01 13:19:54
2834,41,Female,Nintendo Switch Pro Controller,2021-05-25,Technical issue,Account access,Medium,Chat,2023-06-01 16:53:56
2836,57,Other,LG Smart TV,2021-08-01,Cancellation request,Display issue,Medium,Phone,2023-06-01 07:34:59
2837,65,Female,Apple AirPods,2020-05-07,Billing inquiry,Peripheral compatibility,Medium,Chat,2023-06-01 09:51:59
2838,50,Female,Amazon Echo,2021-10-29,Refund request,Refund request,Low,Email,2023-06-01 17:37:01
2839,52,Female,Canon DSLR Camera,2020-11-18,Billing inquiry,Payment issue,Medium,Phone,2023-06-01 02:06:02
2840,32,Other,Fitbit Charge,2020-01-09,Cancellation request,Payment issue,High,Phone,2023-06-01 12:44:03
2842,65,Male,Google Nest,2021-12-08,Cancellation request,Network problem,High,Chat,2023-06-01 21:19:06
2843,39,Male,Nintendo Switch Pro Controller,2021-09-13,Billing inquiry,Peripheral compatibility,Low,Phone,2023-06-01 07:25:07
2844,18,Male,Microsoft Office,2021-06-03,Billing inquiry,Installation support,Critical,Social media,2023-06-01 22:34:09
2845,62,Other,Google Nest,2021-06-15,Technical issue,Product compatibility,High,Email,2023-06-01 03:22:11
2846,37,Other,Canon EOS,2020-01-21,Technical issue,Delivery problem,High,Chat,2023-06-01 03:27:12
2848,45,Female,Amazon Echo,2020-06-20,Technical issue,Account access,High,Chat,2023-06-01 02:42:15
2849,70,Male,GoPro Action Camera,2020-05-24,Refund request,Display issue,High,Chat,2023-06-01 09:22:16
2850,70,Other,Google Pixel,2020-08-28,Refund request,Cancellation request,Critical,Chat,2023-06-01 18:09:18
2854,44,Female,HP Pavilion,2021-02-19,Refund request,Product compatibility,Critical,Chat,2023-06-01 08:46:24
2855,54,Female,Xbox,2021-03-03,Billing inquiry,Payment issue,High,Phone,2023-06-01 19:42:25
2857,27,Female,LG Washing Machine,2021-12-29,Technical issue,Data loss,High,Phone,2023-06-01 05:56:27
2860,57,Other,Nikon D,2021-06-22,Technical issue,Product recommendation,High,Phone,2023-06-01 15:46:31
2861,42,Other,Nikon D,2021-02-16,Technical issue,Software bug,High,Chat,2023-06-01 09:17:33
2862,55,Female,Sony Xperia,2021-08-13,Refund request,Network problem,Low,Chat,2023-06-01 21:41:34
2863,22,Male,Dyson Vacuum Cleaner,2021-01-26,Cancellation request,Battery life,Medium,Phone,2023-06-01 20:53:36
2865,70,Other,Samsung Galaxy,2021-10-14,Billing inquiry,Network problem,High,Email,2023-06-01 07:08:38
2866,40,Female,Sony Xperia,2021-02-05,Cancellation request,Hardware issue,Critical,Social media,2023-06-01 16:23:38
2868,22,Male,Garmin Forerunner,2020-09-10,Technical issue,Account access,High,Phone,2023-06-01 20:45:39
2869,43,Female,Adobe Photoshop,2020-09-07,Technical issue,Cancellation request,Critical,Chat,2023-06-01 09:51:41
2870,46,Female,LG Smart TV,2020-02-03,Billing inquiry,Product compatibility,Critical,Social media,2023-06-01 22:46:41
2871,46,Female,Sony 4K HDR TV,2020-01-21,Refund request,Product recommendation,Critical,Email,2023-06-01 20:30:43
2872,42,Other,iPhone,2020-12-16,Product inquiry,Payment issue,High,Phone,2023-06-01 15:03:44
2875,34,Other,iPhone,2020-04-04,Technical issue,Refund request,Medium,Chat,2023-06-01 00:10:49
2876,69,Female,Nintendo Switch,2021-10-17,Refund request,Product compatibility,Medium,Social media,2023-06-01 19:18:51
2877,42,Female,Dyson Vacuum Cleaner,2020-06-10,Refund request,Data loss,Medium,Social media,2023-06-01 16:11:52
2878,42,Other,Fitbit Versa Smartwatch,2020-05-09,Product inquiry,Display issue,Medium,Phone,2023-05-31 23:50:53
2879,47,Other,Garmin Forerunner,2020-08-14,Technical issue,Installation support,Critical,Phone,2023-06-01 14:05:55
2881,50,Male,LG Smart TV,2020-07-16,Billing inquiry,Hardware issue,Low,Chat,2023-06-01 18:16:57
2884,56,Female,Roomba Robot Vacuum,2021-01-04,Cancellation request,Cancellation request,Low,Chat,2023-06-01 06:18:01
2888,19,Other,Canon DSLR Camera,2021-01-25,Cancellation request,Software bug,Medium,Phone,2023-06-01 02:14:07
2889,43,Male,Amazon Echo,2020-12-18,Cancellation request,Data loss,Low,Email,2023-06-01 22:51:07
2890,60,Male,Nintendo Switch Pro Controller,2020-05-05,Refund request,Hardware issue,Critical,Phone,2023-06-01 19:44:08
2891,28,Male,Google Nest,2021-11-02,Refund request,Installation support,Medium,Email,2023-06-01 09:39:09
2892,69,Male,Samsung Galaxy,2020-11-16,Cancellation request,Software bug,Low,Phone,2023-06-01 10:02:10
2893,54,Male,Sony 4K HDR TV,2021-06-17,Product inquiry,Network problem,High,Phone,2023-06-01 18:48:12
2895,58,Other,Philips Hue Lights,2020-04-26,Technical issue,Data loss,Critical,Social media,2023-06-01 19:15:16
2897,34,Female,iPhone,2021-06-19,Cancellation request,Data loss,High,Chat,2023-06-01 12:42:19
2900,70,Male,Asus ROG,2021-12-08,Cancellation request,Display issue,High,Chat,2023-06-01 21:02:23
2901,56,Other,Microsoft Office,2021-10-01,Product inquiry,Account access,Low,Chat,2023-06-01 07:44:25
2902,20,Male,Canon DSLR Camera,2020-12-25,Cancellation request,Delivery problem,Critical,Chat,2023-06-01 06:26:26
2903,35,Male,LG OLED,2020-09-28,Product inquiry,Delivery problem,High,Phone,2023-06-01 10:22:27
2904,64,Female,Dyson Vacuum Cleaner,2021-09-23,Billing inquiry,Peripheral compatibility,Low,Chat,2023-06-01 15:06:29
2905,52,Male,Google Nest,2020-08-15,Refund request,Battery life,Low,Social media,2023-06-01 17:39:29
2906,20,Female,LG Smart TV,2021-04-17,Product inquiry,Delivery problem,Critical,Social media,2023-06-01 02:38:31
2907,45,Female,Samsung Soundbar,2020-11-12,Cancellation request,Payment issue,Critical,Chat,2023-06-01 06:27:32
2908,26,Female,Bose SoundLink Speaker,2021-06-28,Technical issue,Refund request,Low,Chat,2023-06-01 10:31:33
2909,51,Other,Canon EOS,2020-02-06,Product inquiry,Product recommendation,High,Email,2023-06-01 04:36:33
2911,36,Other,Asus ROG,2021-08-25,Technical issue,Network problem,Low,Email,2023-06-01 16:00:36
2914,70,Female,Bose QuietComfort,2021-11-05,Cancellation request,Data loss,High,Phone,2023-06-01 12:31:42
2915,40,Female,Fitbit Charge,2020-08-12,Refund request,Battery life,Low,Social media,2023-06-01 22:46:43
2916,33,Male,Garmin Forerunner,2021-01-01,Billing inquiry,Payment issue,High,Social media,2023-06-01 18:28:45
2917,48,Female,Apple AirPods,2020-09-03,Technical issue,Product compatibility,Low,Phone,2023-06-01 21:49:46
2918,51,Other,Philips Hue Lights,2020-05-01,Cancellation request,Product setup,High,Chat,2023-06-01 10:21:47
2919,22,Female,Asus ROG,2021-05-14,Product inquiry,Account access,Critical,Social media,2023-06-01 21:43:48
2920,70,Other,PlayStation,2020-04-18,Billing inquiry,Installation support,High,Phone,2023-06-01 14:31:49
2922,42,Female,Nikon D,2020-12-17,Billing inquiry,Installation support,Low,Chat,2023-05-31 23:00:52
2923,30,Female,PlayStation,2021-12-02,Product inquiry,Network problem,Medium,Email,2023-06-01 01:48:52
2925,48,Male,Dell XPS,2021-02-06,Refund request,Cancellation request,Medium,Phone,2023-06-01 21:49:55
2927,47,Male,LG Smart TV,2020-08-09,Billing inquiry,Payment issue,Critical,Phone,2023-05-31 23:32:58
2928,69,Female,iPhone,2021-09-20,Refund request,Hardware issue,Low,Phone,2023-06-01 05:42:00
2929,64,Other,iPhone,2021-06-14,Refund request,Battery life,Low,Email,2023-06-01 11:22:02
2930,66,Male,Nintendo Switch Pro Controller,2021-03-15,Cancellation request,Peripheral compatibility,High,Email,2023-06-01 08:04:04
2931,40,Female,Nintendo Switch,2021-02-15,Technical issue,Installation support,High,Email,2023-06-01 06:58:04
2932,34,Female,Xbox,2021-08-10,Refund request,Hardware issue,High,Social media,2023-06-01 08:54:06
2934,44,Other,Samsung Soundbar,2021-10-03,Refund request,Account access,High,Email,2023-06-01 01:29:09
2935,50,Female,GoPro Hero,2020-10-28,Cancellation request,Data loss,High,Chat,2023-06-01 01:54:10
2937,28,Female,Philips Hue Lights,2021-06-02,Refund request,Product setup,Low,Email,2023-06-01 22:48:12
2938,20,Female,Canon EOS,2020-09-18,Technical issue,Network problem,Critical,Email,2023-06-01 09:52:15
2939,34,Male,Google Nest,2021-09-30,Billing inquiry,Installation support,Critical,Social media,2023-06-01 09:54:16
2942,42,Other,Philips Hue Lights,2021-08-15,Billing inquiry,Cancellation request,High,Email,2023-06-01 20:03:20
2947,39,Other,Microsoft Xbox Controller,2020-09-06,Technical issue,Network problem,Medium,Phone,2023-06-01 11:18:28
2950,35,Other,LG Washing Machine,2021-10-14,Refund request,Payment issue,Medium,Email,2023-06-01 09:34:32
